Pro_1	Pro_2	Pro_3	Sen_1	Sen_2	Sen_3
UBC	1272.27	1266.9	1339.1	1268.75	1084.12	1197.93
UBD	0	0	0	0	0	0
UBE2A	101.92	100.43	109.97	100.71	98.15	103.49
UBE2B	48.41	51.05	52.97	42.04	37.78	41.13
UBE2C	35.69	19.21	22.76	8.52	2.62	7.03
UBE2D1	25.14	28.54	24.76	25.79	23.96	23.26
UBE2D2	114.95	112.17	113.3	127.01	128.11	134.82
UBE2D3	212.36	208.86	203.79	221.49	216.74	214.17
UBE2D4	7.91	7.71	8.26	6.23	5.49	5.73
UBE2DNL	0	0	0	0	0	0
UBE2E1	92.48	86.34	99.22	157.14	147.12	161.87
UBE2E1-AS1	0.13	0.27	0.44	0	0.15	0.43
UBE2E2	30.31	25.11	26.44	35.64	35.66	40.69
UBE2E3	110.17	125.03	128.09	140.86	145.97	140.35
UBE2E4P	1.33	2.06	0.2	1.64	1.56	1.3
UBE2F	58.66	57.14	61.36	64.48	57.63	69.1
UBE2F-SCLY	3.65	3.1	3.56	2.26	1.98	5.66
UBE2G1	33.31	36.46	33.89	49.8	41.83	45.44
UBE2G2	42.76	43.06	42.25	83.78	70.79	76.63
UBE2H	141.85	158.54	163.42	138.06	148.84	135.38
UBE2I	66.01	71.57	75.49	69.29	69.58	70.79
UBE2J1	75.44	68.47	70.59	66.82	61.34	59.04
UBE2J2	80.21	82.42	85.87	112.47	101.68	109.36
UBE2K	46.46	44.3	42.76	59.29	54.65	57.31
UBE2L3	93.01	90.71	94.33	119.55	113.23	125.58
UBE2L6	146.79	162.94	175.13	96.08	120.81	107.5
UBE2M	134.81	124.93	113.26	197.3	213.59	217.08
UBE2MP1	1.44	2.92	2.53	3.83	4.44	2.41
UBE2N	60.52	56.37	59	93.9	80.56	93.42
UBE2NL	0	0	0	0.1	0	0.09
UBE2O	19.4	20.32	17.59	27.27	25.34	23.63
UBE2Q1	74.85	71.13	65.14	70.76	58.36	61.73
UBE2Q1-AS1	0.24	0.26	0	0	0	0.28
UBE2Q2	65.28	64.81	64.87	62.83	52.49	57.51
UBE2Q2L	1.12	1.05	1.09	1.74	2.02	1.68
UBE2Q2P1	1.68	2.34	2.18	1.6	1.62	1.66
UBE2Q2P2	1.45	2.35	1.25	2.05	1.6	1.68
UBE2QL1	0	0	0	0	0	0
UBE2R2	63.78	67.25	67	67.22	81.13	70.56
UBE2S	178.69	135.5	166.49	248.18	212.01	239.67
UBE2T	26.04	16.33	16.45	14.95	17.06	16.38
UBE2U	0	0	0	0	0	0
UBE2V1	250.45	224.75	228.87	324.6	323.43	332.46
UBE2V2	98.38	97.59	98.69	134.74	119.29	130.06
UBE2W	11.22	11.68	9.99	19.37	19.55	20.44
UBE2Z	124.33	120.45	122.16	141.82	142.14	150.66
UBE3A	52.69	50.38	47.53	52.5	48.9	49.41
UBE3B	29.64	29.3	26.28	21.96	25.21	21.63
UBE3C	72.71	70.49	69.71	102.63	100.91	93.05
UBE3D	4.69	3.62	4.23	5.78	6.56	6.08
UBE4A	32.45	30.24	29.92	35	30.56	28.12
UBE4B	45.68	46.86	41.93	38.49	41.47	34.68
UBFD1	59.88	60.64	57.73	56.22	51.3	48.44
UBIAD1	9.66	9.67	8.19	15.77	10.79	11.65
UBL3	47.07	40.12	37.8	37.22	42.75	34.77
UBL4A	40.69	41.97	39.1	49.08	53.77	53.04
UBL4B	0	0	0	0	0	0
UBL5	375.14	363.41	346.24	572.69	594.37	579.4
UBL7	44.4	42.56	43.14	51.51	55.03	56.17
UBL7-AS1	2.68	1.57	1.4	1.74	1.89	1.29
UBLCP1	47.1	48.75	49.42	49.02	49.84	50.79
UBN1	34.43	36.37	32.79	40.5	38.39	34.85
UBN2	2.7	2.87	2.3	1.99	2.53	1.74
UBOX5	4.92	5.29	4.89	5.2	6.05	4.44
UBOX5-AS1	0	0.06	0	0.14	0.07	0
UBP1	67.47	67.17	63.29	60.4	53.1	52.19
UBQLN1	96.3	88.96	90.57	112.87	106.42	102.75
UBQLN2	46.24	48.54	48.52	47.98	44.18	42.19
UBQLN3	0	0	0	0	0	0
UBQLN4	24.34	26.24	24	43.69	43.85	43.83
UBQLNL	0.35	0.3	0.21	0.05	0.05	0.09
UBR1	20.56	19.61	19.71	24.24	25.1	22.27
UBR2	22.48	23.41	20.92	15.9	19.14	14.48
UBR3	24.53	24.93	24.81	26.63	23.19	21.31
UBR4	50.55	53.78	47.99	49.56	52.83	41.83
UBR5	36.26	39.68	39.32	30.42	35.56	29.43
UBR5-AS1	0.4	0.87	0.23	0.17	0.64	0.3
UBR7	18.55	17.73	17.65	11.78	11.94	12.49
UBTD1	44.82	44.48	49.01	121.65	121.31	114.47
UBTD2	41.75	44.21	45.1	31.85	27.97	28.84
UBTF	46.48	49.3	42.59	28.62	27.64	25.72
UBTFL1	0	0	0	0	0	0
UBXN1	137.21	143.87	137.61	113.59	123.32	127.38
UBXN10	0	0	0	0	0	0
UBXN10-AS1	0	0	0	0	0	0
UBXN11	10.38	9.13	9.26	6.52	6.61	6.48
UBXN2A	32.9	34.49	33.59	25.93	25.23	24.04
UBXN2B	10.73	11.38	10.33	6.97	7.86	7.02
UBXN4	92.34	98.56	102.06	90.86	90.34	83.12
UBXN6	158.34	159.56	168.27	123.17	142.81	132.95
UBXN7	18.46	21.42	17.67	23.4	26.23	18.82
UBXN8	11.51	11.26	11.54	10.08	7.01	9.06
UCA1	0	0	0	0	0	0.05
UCHL1	1634.32	1607.59	1731.21	1624.25	1418.64	1656.09
UCHL1-AS1	0	0	0.6	0	0	0.2
UCHL3	62.93	54.5	57.49	144.21	118.6	138.72
UCHL5	28.23	26.04	23.78	37.17	36.94	36.71
UCK1	30.4	33.76	31.69	23.59	23.94	24.23
UCK2	24.21	21.74	23.86	33.39	33.18	36.05
UCKL1	21.38	20.09	21.42	25.73	29.37	31.66
UCKL1-AS1	0.77	0.79	1.29	0.52	0.91	0.72
UCMA	0	0	0	0	0	0
UCN	0.82	0.36	0.58	0.21	1.19	0
UCN2	9.76	12.95	8.95	24.83	36.01	23.12
UCN3	0	0	0	0	0	0
UCP1	0	0	0	0	0	0
UCP2	12.35	8.24	10.61	5.34	6.33	8.37
UCP3	0.51	0.68	0.29	0.15	0.35	0.17
UEVLD	24.96	25.42	26.39	26.47	29.94	26.1
UFC1	113.13	106.15	109.48	130.69	121.66	126.65
UFD1L	64	60.69	57.46	111.4	91.82	111.9
UFL1	29.83	28.5	28.52	19.79	25.48	21.54
UFM1	96.88	95.32	93.1	166.33	127.68	137.45
UFSP1	2.3	1.89	2.71	0.98	1.62	1.66
UFSP2	27.04	26.34	28.83	20.73	18.91	23.77
UG0898H09	0	0	0	0	0	0
UGCG	107.18	81.13	107.06	49.99	46.02	45.35
UGDH	79.83	75.51	74.36	49.6	50.49	44.12
UGDH-AS1	2.93	2.64	1.94	0.78	0.81	0.67
UGGT1	54.19	54.6	51.78	41.02	37.47	34.66
UGGT2	26.05	31.9	32.3	28.87	32.39	28.3
UGP2	146.96	132.37	138.49	167.99	134.53	157.37
UGT1A1	0	0	0	0	0	0
UGT1A10	0	0	0	0	0	0
UGT1A3	0	0	0	0	0	0
UGT1A4	0	0	0	0	0	0
UGT1A5	0	0	0	0	0	0
UGT1A6	0	0	0	0	0	0.13
UGT1A7	0	0	0	0	0	0
UGT1A8	0	0	0	0	0	0
UGT1A9	0	0	0	0	0	0
UGT2A1	0	0	0	0	0	0
UGT2A2	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	0
UGT2B10	0	0	0	0	0	0
UGT2B11	0	0	0	0	0	0
UGT2B15	0	0	0	0	0	0
UGT2B17	0	0	0	0	0	0
UGT2B28	0	0	0	0	0	0
UGT2B4	0	0	0	0	0	0
UGT2B7	0	0	0	0.13	0.12	0
UGT3A1	0	0	0	0	0	0
UGT3A2	0	0	0	0	0.06	0
UGT8	0	0.03	0	0	0.04	0
UHMK1	80.94	70.55	64.68	90.93	69.77	66.31
UHRF1	19.78	14.02	14.65	11.38	8.57	9.62
UHRF1BP1	11.08	11.62	10.74	4.08	4.11	3.22
UHRF1BP1L	20.58	19.62	19.49	26.97	28.71	24.94
UHRF2	25.86	27.45	27	29.78	40.58	29.53
UIMC1	17.66	18.48	20.32	18.16	19.45	18.35
ULBP1	3.88	3.55	3.24	6.04	4.84	5.89
ULBP2	6.41	3.66	4.51	24.77	22.88	24.83
ULBP3	8.55	6.43	9.91	20.58	15.86	18.05
ULK1	25.6	35.17	31.76	20.2	28.77	19.74
ULK2	10.74	13.48	13.75	4.54	7.36	5.55
ULK3	12.11	11.56	10.33	27.32	29.47	25.4
ULK4	1.98	2.03	2.04	1.56	1.27	1.33
ULK4P1	0.28	0	0	0	0	0
ULK4P2	0.28	0	0	0	0	0
ULK4P3	0	0.25	0.63	0	0	0
UMAD1	12.13	13.94	15.75	9.19	11.76	10.28
UMOD	0	0	0	0	0	0
UMODL1	0.2	0.2	0.06	0.26	0.28	0.18
UMODL1-AS1	0	0	0	0	0	0
UMPS	6.45	5.61	6.25	11.35	7.75	9.55
UNC119	19.3	20.89	23.34	34.8	31.87	39.84
UNC119B	32.35	36.55	35.56	38.34	33.85	34.63
UNC13A	0	0.01	0	0.24	0.25	0.22
UNC13B	18.39	17.86	16.93	27	22.46	23.41
UNC13C	0	0	0	0.03	0.01	0.01
UNC13D	0.25	0.22	0.18	0.18	0.1	0.21
UNC45A	54.41	53.94	56.99	77.32	73.12	71.29
UNC45B	0.02	0.02	0	0	0.04	0
UNC50	65.96	65.61	62.18	44.69	50.88	46.3
UNC5A	0	0	0	0	0	0
UNC5B	24.34	35.52	26.09	3.63	5.73	3.68
UNC5B-AS1	0.31	0.51	0.82	0.4	0.19	0.53
UNC5C	0	0.01	0.02	0.01	0	0
UNC5CL	0.03	0.06	0	0	0.11	0
UNC5D	0.01	0	0	0.03	0.01	0.03
UNC79	0.26	0.21	0.17	0.05	0.09	0.1
UNC80	0	0.01	0	0.01	0	0
UNC93A	0	0	0	0	0	0
UNC93B1	27.58	26.97	28.72	15.9	18.95	17.1
UNCX	0	0	0	0	0	0
UNG	17.89	16.91	19.07	19.78	19.6	19.81
UNK	26.92	25.86	22.37	20.5	20.14	19.64
UNKL	18.56	22.59	21.41	13.88	11.85	11.96
UNQ6494	0	0	0	0	0	0
UOX	0.24	0.07	0.11	0.15	0	0.28
UPB1	0	0	0	0	0	0
UPF1	48.16	49.53	46.12	56.71	55.37	51.94
UPF2	24.88	25.06	23.7	30.68	25.65	28.83
UPF3A	50.14	50.84	47.77	48.77	43.8	48.62
UPF3B	5.01	6.29	5.58	5.94	5.7	6.76
UPK1A	0.1	0.08	0	0	0	0.09
UPK1A-AS1	0.44	0.13	0.22	0.16	0.15	0
UPK1B	0.04	0	0.08	0	0	0
UPK2	0.1	0.34	0.18	0.26	0.12	1.07
UPK3A	0	0	0	0	0	0
UPK3B	0.2	0.3	0.5	0.17	0.4	0.21
UPK3BL	21.36	29.67	21.24	21.18	21.59	22.97
UPP1	40.52	40.1	34.42	83.79	83.21	93.2
UPP2	0	0.04	0	0	0	0
UPRT	11.34	11.69	11.06	16.63	13.55	15.19
UQCC1	27.37	24.76	28.76	30.9	25.82	27.28
UQCC2	36.73	28.9	33.79	34	35.12	36.62
UQCC3	13.09	11.36	12.71	16.55	12.41	14.39
UQCR10	67.61	65.03	80.29	124.89	119.49	134.78
UQCR11	130.28	127.24	131.03	193.86	173.64	201.7
UQCRB	61.64	59.04	61.01	65.4	60.75	64.23
UQCRBP1	2.08	1.97	2.09	2.07	0.81	0.26
UQCRC1	207.61	204.03	204.97	302.25	354.81	319.56
UQCRC2	93.06	96.84	105.32	121.46	134.56	127.98
UQCRFS1	122.05	124.05	127.15	158.24	158.96	165.5
UQCRH	300.71	285.83	300.21	741.42	728.08	751.38
UQCRHL	39.53	33.11	32.68	72.48	77.59	90.2
UQCRQ	87.63	85.14	85.93	129.67	119.57	128.25
URAD	0	0	0.35	0	0	0
URAHP	1.43	1.32	1.07	1.31	1.46	0.98
URB1	10.3	9.34	10.44	20.02	18.75	16.68
URB1-AS1	3.29	2.06	2.49	3.32	3.56	3.8
URB2	4.29	4.07	4.9	6.94	4.44	5.82
URGCP	18.02	16.85	17.49	25.84	23.47	21.6
URGCP-MRPS24	0.94	0	1.39	0	5.25	0
URI1	38.53	37.14	35.52	40.45	38.8	38.12
URM1	57.93	55.12	54.59	46.56	33	40.83
UROC1	0	0	0	0.04	0	0
UROD	89.28	80.2	94.41	106.42	98.76	107.18
UROS	78.48	83.97	80.86	86.19	69.53	76.7
USB1	55.68	53.35	54.13	147.67	149.34	148.24
USE1	32.85	35.59	38.48	19.86	24.62	17.73
USF1	34.33	34.74	34.39	48.15	48.45	52.09
USF2	94.44	108.54	106.46	89.48	95.04	93.43
USH1C	0	0	0	0	0	0
USH1G	0	0	0	0	0	0
USH2A	0.01	0.02	0.02	0.01	0.02	0.02
USHBP1	0	0	0	0	0	0
USMG5	464.38	411.13	453.56	659.04	624.16	741.64
USO1	131.64	123.72	121.11	174.62	173.08	155.11
USP1	22.57	19.31	19.93	7.54	5.8	6.78
USP10	54.04	51.46	54.29	86.15	80.97	77.81
USP11	55.45	57.14	55.44	33.92	38.12	35.09
USP12	27.64	28.07	27.2	57.43	55.6	52.22
USP12-AS1	0	0	0	0	0	0
USP12-AS2	0.5	0	0.22	0.48	0.15	0.43
USP13	8.05	7.03	6.52	4.75	4.96	4.72
USP14	61.33	52.38	54.67	63.55	50.56	58
USP15	24.79	22.88	20.58	32.2	30.44	31.78
USP16	43.17	37.57	39.85	39.14	26.95	33.42
USP17L1	0	0	0	0	0	0
USP17L10	0	0	0	0	0	0
USP17L11	0	0	0	0.01	0	0
USP17L12	0	0	0	0.01	0	0
USP17L13	0	0	0	0	0	0
USP17L15	0	0	0	0	0	0
USP17L17	0	0	0	0	0	0
USP17L18	0	0	0	0.01	0	0
USP17L19	0	0	0	0	0	0
USP17L2	0	0.06	0	0	0	0
USP17L20	0	0	0	0.01	0	0
USP17L21	0	0	0	0.01	0	0
USP17L22	0	0	0	0.01	0	0
USP17L24	0	0	0	0	0	0
USP17L25	0	0	0	0	0	0
USP17L26	0	0	0	0	0	0
USP17L27	0	0	0	0	0	0
USP17L28	0	0	0	0	0	0
USP17L29	0	0	0	0	0	0
USP17L3	0	0	0	0	0	0
USP17L30	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0
USP17L5	0	0	0	0	0	0
USP17L6P	0	0	0	0	0	0
USP17L7	0	0	0	0	0	0
USP17L8	0	0	0	0	0	0
USP17L9P	0	0	0	0	0	0
USP18	23.18	31.5	24.72	12.2	8.35	8.47
USP19	25.88	29.03	27.37	18.7	20.48	18.13
USP2	0.22	0.31	0.11	0.06	0.23	0.11
USP2-AS1	0	0	0.14	0	0.1	0
USP20	16.32	18.35	16.12	26.66	34.28	24.72
USP21	15.95	17.03	16.64	10.16	12.81	9.75
USP22	124.9	136.64	137.69	126.47	117.25	118.53
USP24	24.71	23.19	23.99	17.94	17.09	16.65
USP25	39.22	36.95	33.92	21.87	24.87	21.21
USP26	0	0	0	0	0	0
USP27X	3.77	3.5	3.03	2.12	2.49	2.6
USP27X-AS1	0.96	0.83	1.2	0.31	0.39	0.18
USP28	9.42	11.04	11.13	4.02	5.16	4.29
USP29	0	0	0	0	0	0
USP3	12.52	12.84	12.53	15.26	14.36	14.24
USP3-AS1	0.73	0.73	1.36	0.83	0.81	0.78
USP30	7.11	7.18	8.5	4.03	3.51	3.95
USP30-AS1	0.22	0.24	0.18	0.13	0	0.25
USP31	3.34	2.59	2.88	4.08	4.18	3.96
USP32	34.76	33.2	32.96	34.67	38.36	32.32
USP32P1	0.73	0.77	0.68	0.39	0.51	0.53
USP32P2	0.5	0.37	0.38	0.2	0.18	0.09
USP33	39.7	40.44	41.65	22.46	26.04	20.77
USP34	35.22	37.63	38.1	33.79	37.36	30.71
USP35	6.87	8.37	8.17	10.95	13.48	10.92
USP36	19.93	18.64	17.28	23.82	19.72	18.68
USP37	3.94	4.07	3.49	3.16	2.39	2.95
USP38	16.49	17.92	15.54	23.87	25.11	19.26
USP39	48.12	48.74	48.74	40.18	46.64	46.58
USP4	34.08	30.71	31.51	32.46	38.97	32.62
USP40	11.51	12.82	13.19	9.39	8.82	9.43
USP42	8.33	8.89	8.56	7.46	7.48	6.77
USP43	0	0	0	0.03	0.05	0.08
USP44	21.94	21.62	27.95	3.16	4.05	3.52
USP45	3.86	4.44	4.27	5.48	6.36	5.99
USP46	35.32	38.71	33.39	14.21	14.71	12.65
USP46-AS1	4.5	7.21	6.4	0.99	0.8	2.54
USP47	45.68	42.2	41.93	29.93	31.14	28.22
USP48	55.65	55.46	50.88	50.44	49.17	46.72
USP49	2.31	2.66	3.25	1.23	1.85	1.14
USP5	63.73	60.74	65.23	82.67	78.69	85.13
USP50	0	0	0	0	0	0
USP51	1.06	0.78	0.43	0.24	0.15	0.24
USP53	26.41	17.94	17.93	41.22	42.56	38.72
USP54	2.6	2.53	2.83	2.41	2.23	2.36
USP6	0.08	0.03	0.14	0.09	0.09	0.14
USP6NL	14.75	14.98	15.93	10.5	8.71	8.81
USP7	55.58	52.88	50.37	69.72	76.06	66.82
USP8	33.37	31.79	30.95	29.58	31.14	27.96
USP9X	47.32	46.97	44.46	34.32	35.63	32.92
USP9Y	0.01	0	0	0	0.01	0
USPL1	7.28	8.43	8.26	12.61	14.61	12.64
UST	12.12	13.61	11.77	23.43	30.6	26.4
UTAT33	0.68	0.51	1.22	0.32	0.55	0
UTF1	0	0	0	0	0	0
UTP11L	34.31	35.51	32.26	37.47	33.02	37.97
UTP14A	21.14	19.35	21.11	27.47	16.76	22.02
UTP14C	26.82	27.74	25.63	19.18	16.82	16.68
UTP15	6.08	4.83	5.46	10.05	7.18	7.96
UTP18	35.8	32.68	35.05	43.79	37.88	41.79
UTP20	8.12	6.8	7.88	7.17	5.06	5.26
UTP23	12.49	12.24	12.76	16.3	12.69	12.96
UTP3	41.55	40.52	42.65	86.17	71.44	81.08
UTP6	39.15	32.87	34.21	60.88	59.8	62.31
UTRN	39.66	34.49	34.53	8.28	8	6.58
UTS2	0	0	0	0	0	0
UTS2B	1.06	0.99	1.27	0.53	0.5	0.22
UTS2R	0	0	0	0	0	0
UTY	0	0	0	0	0	0
UVRAG	10.68	10.92	9.27	10.62	10.88	10.07
UVSSA	4.21	5.52	4.41	4.92	6.41	3.8
UXS1	58.48	58.32	63.13	124.55	104.34	115.35
UXT	99.18	98.51	110.77	86.72	88.72	96.2
UXT-AS1	0.73	0	0.67	0.46	0	0.89
VAC14	30	29.65	26.97	41.24	54.48	41.02
VAC14-AS1	0.25	0.27	0.07	0.53	0.35	0.47
VAMP1	5.26	6.32	8.29	7.54	10.75	8.11
VAMP2	35.46	39.76	43.22	32.59	36.24	36.79
VAMP3	166.35	160.76	169.99	172.94	152.51	163.12
VAMP4	18.32	20.94	18.74	11.28	15.77	12.73
VAMP5	155.82	150.09	186.24	31.46	30.04	38.13
VAMP7	85.4	85.31	84.2	64.41	58.78	58.16
VAMP8	1.63	1.38	1.55	0.48	0.46	0.87
VANGL1	9.92	9.98	9.39	6.25	4.92	5.24
VANGL2	0.02	0.02	0	0	0	0
VAPA	42.63	42.49	43.89	42.44	41.55	43.1
VAPB	32.68	29.67	29.41	29.22	22.23	25.98
VARS	55.2	47.33	48.89	87.4	97.57	86.66
VARS2	9.72	9.96	8.6	9.23	10.82	9.71
VASH1	17.48	21.7	17.94	18.96	29.28	20.71
VASH2	1.48	1.86	1.55	0.32	0.7	0.43
VASN	261.25	292.12	280.24	92.52	101.1	82.17
VASP	131.44	113.15	118.52	168.56	167.51	172.46
VAT1	263.63	235.54	271.37	407.62	429.22	444.05
VAT1L	35.69	50.51	34.72	25.84	41.82	28.14
VAV1	0	0	0	0	0	0
VAV2	21.64	23.71	20.8	22.85	22.1	22.22
VAV3	0	0	0	0	0	0
VAV3-AS1	0	0	0	0	0	0
VAX1	0	0	0	0	0	0
VAX2	2.14	2.52	1.74	2.86	1.7	2.28
VBP1	70.88	63.59	70.43	91.11	72.94	83.86
VCAM1	55.61	91.01	112.03	3.41	1.78	4.2
VCAN	80.78	121.19	85.13	51.04	53.81	51.28
VCL	389.64	337.9	353.35	285.22	299.57	263
VCP	291.01	278.23	276.68	407.7	345.25	362.17
VCPIP1	12.63	12.04	10.68	15.2	14.37	13.22
VCPKMT	9.28	9.04	7.2	11.41	7.42	9.4
VCX	0	0	0	0	0	0
VCX2	0	0	0	0	0	0
VCX3A	0	0	0	0	0	0
VCX3B	0	0	0	0	0	0
VCY	0	0	0	0	0	0
VCY1B	0	0	0	0	0	0
VDAC1	215.75	191.08	211.37	380.56	335.49	363.13
VDAC2	243.04	215.74	232.31	319.31	278.89	304.02
VDAC3	104.55	98.56	105.35	135.78	114.13	134.68
VDR	13.84	11.68	10.24	6.61	5.49	6.68
VEGFA	89.69	116.82	101.3	116.35	81.83	125.39
VEGFB	81.4	78.35	69.06	71.41	75.91	75.15
VEGFC	67.59	64.47	70.32	126.05	108.78	120.35
VENTX	0	0	0	0	0	0
VENTXP1	0	0	0	0	0	0
VENTXP7	0	0	0	0	0	0
VEPH1	15.1	13.58	15.8	70.57	55.1	51.5
VEZF1	45.54	48.88	50.26	18.56	19.36	17.98
VEZT	49.34	49.02	49.96	48.36	38.62	44.58
VGF	0.28	0.16	0.06	1.92	3.42	2.38
VGLL1	0	0	0	0	0	0
VGLL2	0	0	0	0.05	0	0.06
VGLL3	37.89	29.18	29.14	11.94	11.77	8.45
VGLL4	34	35.74	34.49	24.1	21.26	20.9
VHL	50.15	53.44	45.72	49.8	45.62	42.74
VHLL	0	0.1	0	0	0	0
VIL1	0	0	0	0	0	0
VILL	3.84	4.45	4.48	1.17	0.87	1.39
VIM	4658.4	4021.45	4409.73	5199.97	6147.13	5242.24
VIM-AS1	2.08	1.79	0.92	2.59	1.56	2.21
VIMP	124.43	111.72	105.38	114.09	89.57	102.85
VIP	0.12	0	0	0	0	0
VIPAS39	25.89	27.91	24.91	26.08	22.01	24.6
VIPR1	0	0	0	0	0	0
VIPR1-AS1	0	0	0	0	0	0
VIPR2	0.44	0.55	0.3	0.12	0.18	0.06
VIT	0	0	0	0	0	0
VKORC1	290	289.95	301.04	461.21	416.53	489.68
VKORC1L1	43.51	37.8	39.71	33.82	31.21	31.29
VLDLR	36.93	34.76	33.34	24.14	19	23.24
VLDLR-AS1	1.16	2.15	2.29	0.46	0.14	0.41
VMA21	20.01	20.57	17.02	23.18	17.03	17.14
VMAC	4.26	4.24	4.88	1.14	2.21	1.53
VMO1	0.39	0.43	0.27	0	0.19	0
VMP1	104.96	106.01	106.81	247.79	231.22	242.65
VN1R1	1.48	0.78	0.42	0.38	0.86	0.34
VN1R10P	0	0	0	0	0	0
VN1R2	0	0	0	0	0	0
VN1R4	0	0	0	0	0	0
VN1R5	0	0.1	0	0	0	0
VNN1	0.16	0.23	0.25	11.43	11.1	10.27
VNN2	2.31	2.42	2.41	0.48	0.79	1.01
VNN3	0.27	0.53	0.57	3.04	0.91	2.27
VOPP1	91.82	93.58	95.85	127.55	104.31	119.1
VPRBP	9.65	9.76	9.68	9.41	9.95	9.32
VPREB1	0	0	0	0	0	0
VPREB3	0	0	0.31	0.22	0.63	0
VPS11	25.72	25.62	23.04	18.54	17.54	16.89
VPS13A	15.65	15	14.97	12.96	11.59	9.73
VPS13A-AS1	0	0	0	0	0	0
VPS13B	12.19	13.8	14.25	9.73	12.36	8.17
VPS13C	24.41	23.26	19.98	18.18	15.22	13.44
VPS13D	13.14	12.91	12.66	10.02	10.97	9
VPS16	26.76	28.09	27.02	19.99	24.11	22.65
VPS18	32.94	30.76	30.8	56.12	47.46	50.53
VPS25	80.98	72.02	75.66	72.57	86.05	77.75
VPS26A	72.69	67.3	67.04	68.94	59.53	63.83
VPS26B	35.94	37.4	39.34	39.38	47.48	39.27
VPS28	126.32	123.9	127.31	120.75	127.37	133.58
VPS29	89.66	87.32	100.33	102.13	110.78	120.67
VPS33A	26.53	23.62	23.24	21.66	20.56	19.95
VPS33B	12.86	11.31	10.87	15.73	17.28	16.02
VPS35	120.51	114.82	116.4	115.8	103.61	110.54
VPS36	21.21	18.16	18.94	16.18	16.08	14.59
VPS37A	28.41	28.28	30.83	32.45	29.95	30.28
VPS37B	36.36	31.84	31.87	86.12	75.62	81.74
VPS37C	30.61	27.43	25.36	31.53	24.44	25.23
VPS37D	5.25	6.57	7.94	3.85	2.45	5.19
VPS39	53.95	58.28	54.06	41.06	49.8	40.26
VPS41	34.99	34.49	35.13	23.34	20.93	20.32
VPS45	24.94	24.82	24.35	21.28	22.25	22.9
VPS4A	116.11	111.84	116.87	159.84	144.58	157.08
VPS4B	34.73	35.11	35.05	44.03	41.54	43.99
VPS50	10.12	8.31	7.91	6.2	5.46	6.3
VPS51	63.34	67.24	60.34	37.05	43.89	39.53
VPS52	22.28	23.31	23.8	17.58	18.96	17.42
VPS53	14.39	14.74	12.86	22.69	22.41	20.99
VPS54	19.63	19.23	18.57	14.68	14.71	13.73
VPS72	51.21	42.85	47.37	40.99	45.51	48.35
VPS8	19.56	19.27	20.08	16.51	16.93	16.97
VPS9D1	32.65	38.87	30.67	17.07	21.15	17.92
VPS9D1-AS1	2.7	3.99	2.47	9.47	10	9.95
VRK1	9.32	8.07	8.04	10.72	11.16	10.01
VRK2	24.23	20.16	22.17	20.51	19.34	19.87
VRK3	28.55	25.88	27.95	28.86	24.87	26.26
VRTN	0	0	0	0	0	0
VSIG1	0	0.13	0.1	0.15	0.18	0.1
VSIG10	6.09	5.31	4.4	2.94	2.69	2.21
VSIG10L	1.54	1.83	1.39	1.76	1.6	1.61
VSIG2	0.08	0	0	0.11	0.1	0.1
VSIG4	0	0	0	0	0	0
VSIG8	0.06	0.11	0	0.08	0	0.07
VSNL1	0.05	0	0	0.12	0.39	0.05
VSTM1	0	0	0	0	0	0.17
VSTM2A	0	0	0	0	0	0
VSTM2A-OT1	0	0	0	0	0	0
VSTM2B	0	0	0	0	0	0
VSTM2L	0.19	0.36	0.5	0.66	0.74	0.97
VSTM4	9.5	10.87	11.94	1.24	1.48	1.3
VSTM5	0.67	0.91	0.29	0	0	0
VSX1	0	0	0	0	0	0
VSX2	0.03	0	0	0	0	0
VTA1	32.83	31.19	36.15	36.74	33.68	36.18
VTCN1	0	0	0	0	0	0
VTI1A	12.55	12.13	12.49	13.42	13.45	12.51
VTI1B	92.93	99.81	107.94	95.23	99.38	95.75
VTN	2.04	2.53	2.43	0.14	0	0.13
VTRNA1-1	0	0	0	0	0	0
VTRNA1-2	0	0	0	0	0	0
VTRNA1-3	6.4	0	0	0	0	0
VTRNA2-1	0	0	0	0	0	0
VWA1	2	2.42	2.96	1.62	1.77	1.96
VWA2	0	0.1	0.05	0.06	0.26	0.14
VWA3A	0	0.02	0	0	0.02	0.02
VWA3B	0	0	0	0	0	0
VWA5A	11.94	20.19	19.12	64.19	92.16	73.17
VWA5B1	0	0	0	0	0	0
VWA5B2	0.02	0.05	0	0	0	0
VWA7	0.31	0.14	0.16	0.2	0.15	0.11
VWA8	11.23	10.49	11.35	7.28	7.02	6.87
VWA8-AS1	0.13	0.05	0	0	0	0.1
VWA9	28.69	28.69	29.93	29.54	28.31	30.25
VWC2	0	0	0	0	0.06	0
VWC2L	0	0	0.19	0	0	0
VWC2L-IT1	0	0	0	0	0	0
VWCE	0.66	0.89	0.59	0.66	0.59	0.56
VWDE	0	0	0	0	0	0
VWF	0.41	0.31	0.41	0.74	1.65	1.05
WAC	51.91	51.66	51.83	37.57	38.74	37.52
WAC-AS1	19.61	19.96	20.69	23.23	18.73	22.25
WAPAL	33.33	32.55	31.08	37.07	32.96	32.8
